id,temperature,created_at,sound,light,dust,fan,motion
"'4345', ","'24.29',"," '2026-05-06  22:06:00',"," '25.93',"," '255',"," '0.0115',"," '0',", '0'
"'4346', ","'24.54',"," '2026-05-06  22:06:15',", '145.28',", '255'",", '0.0337'",", '0'",", '0'"
"'4347', ","'24.36',"," '2026-05-06  22:06:30',"," '21.72',"," '255',"," '0.0331',"," '0',", '1'
"'4348', ","'24.68',"," '2026-05-06  22:06:45',"," '25.52',"," '255',"," '0.0349',"," '0',", '0'
"'4349', ","'24.58',"," '2026-05-06  22:07:00',"," '30.61',"," '255',"," '0.0242',"," '0',", '0'
"'4350', ","'24.51',"," '2026-05-06  22:07:15',"," '24.38',"," '255',"," '0.029', ","'0', ",'0'
"'4351', ","'24.81',"," '2026-05-06  22:07:30',"," '30.69',"," '255',"," '0.0302',"," '0',", '1'
"'4352', ","'24.31',"," '2026-05-06  22:07:45',"," '24.59',"," '255',"," '0.0291',"," '0',", '0'
"'4353', ","'24.84',"," '2026-05-06  22:08:00',"," '28.24',"," '255',"," '0.0199',"," '0',", '0'
"'4354', ","'24.51',"," '2026-05-06  22:08:15',"," '23.49',"," '255',"," '0.0118',"," '0',", '0'
"'4355', ","'24.78',"," '2026-05-06  22:08:30',"," '28.79',"," '255',"," '0.0153',"," '0',", '0'
"'4356', ","'24.61',"," '2026-05-06  22:08:45',"," '23.71',"," '255',"," '0.0328',"," '0',", '0'
"'4357', ","'24.43',"," '2026-05-06  22:09:00',"," '25.02',"," '255',"," '0.0105',"," '0',", '0'
"'4358', ","'24.41',"," '2026-05-06  22:09:15',"," '26.19',"," '255',"," '0.0299',"," '0',", '0'
"'4359', ","'24.82',"," '2026-05-06  22:09:30',"," '25.57',"," '255',"," '0.0186',"," '0',", '0'
"'4360', ","'24.72',"," '2026-05-06  22:09:45',"," '23.08',"," '255',"," '0.0149',"," '0',", '0'
"'4361', ","'24.41',"," '2026-05-06  22:10:00',"," '22.37',"," '255',"," '0.0106',"," '0',", '0'
"'4362', ","'24.68',"," '2026-05-06  22:10:15',"," '21', '2","55', '0",".0286', '0","', '0",'
"'4363', ","'24.74',"," '2026-05-06  22:10:30',"," '26.4', ","'255', ","'0.0269', ","'0', ",'0'
"'4364', ","'24.36',"," '2026-05-06  22:10:45',"," '28.76',"," '255',"," '0.0151',"," '0',", '1'
"'4365', ","'24.42',"," '2026-05-06  22:11:00',"," '23.54',"," '255',"," '0.0121',"," '0',", '0'
"'4366', ","'24.22',"," '2026-05-06  22:11:15',"," '22.62',"," '255',"," '0.0317',"," '0',", '0'
"'4367', ","'24.58',"," '2026-05-06  22:11:30',"," '23.08',"," '255',"," '0.0265',"," '0',", '1'
"'4368', ","'24.75',"," '2026-05-06  22:11:45',"," '25.8', ","'255', ","'0.0265', ","'0', ",'0'
"'4369', ","'24.64',"," '2026-05-06  22:12:00',"," '29.91',"," '255',"," '0.0161',"," '0',", '0'
"'4370', ","'24.36',"," '2026-05-06  22:12:15',"," '29.38',"," '255',"," '0.0205',"," '0',", '0'
"'4371', ","'24.45',"," '2026-05-06  22:12:30',"," '28.14',"," '255',"," '0.0128',"," '0',", '1'
"'4372', ","'24.16',"," '2026-05-06  22:12:45',"," '27.01',"," '255',"," '0.0157',"," '0',", '0'
"'4373', ","'24.3', ","'2026-05-06  22:13:00', ","'21.34', ","'255', ","'0.0128', ","'0', ",'0'
"'4374', ","'24.42',"," '2026-05-06  22:13:15',"," '25.38',"," '255',"," '0.0327',"," '0',", '0'
"'4375', ","'24.42',"," '2026-05-06  22:13:30',"," '21.54',"," '255',"," '0.0262',"," '0',", '0'
"'4376', ","'24.48',"," '2026-05-06  22:13:45',"," '26.31',"," '255',"," '0.0266',"," '0',", '0'
"'4377', ","'24.27',"," '2026-05-06  22:14:00',"," '25.73',"," '255',"," '0.0264',"," '0',", '1'
"'4378', ","'24.44',"," '2026-05-06  22:14:15',"," '23.37',"," '255',"," '0.022', ","'0', ",'0'
"'4379', ","'24.4', ","'2026-05-06  22:14:30', ","'21.52', ","'255', ","'0.0275', ","'0', ",'0'
"'4380', ","'24.32',"," '2026-05-06  22:14:45',"," '29.78',"," '255',"," '0.0085',"," '0',", '0'
"'4381', ","'24.59',"," '2026-05-06  22:15:00',"," '25.4', ","'255', ","'0.0209', ","'0', ",'0'
"'4382', ","'24.56',"," '2026-05-06  22:15:15',"," '20.95',"," '255',"," '0.0191',"," '0',", '0'
"'4383', ","'24.53',"," '2026-05-06  22:15:30',"," '27.05',"," '255',"," '0.0095',"," '0',", '0'
"'4384', ","'24.15',"," '2026-05-06  22:15:45',"," '28.57',"," '255',"," '0.0266',"," '0',", '0'
"'4385', ","'24.45',"," '2026-05-06  22:16:00',"," '21.63',"," '255',"," '0.021', ","'0', ",'0'
"'4386', ","'24.61',"," '2026-05-06  22:16:15',"," '21.27',"," '255',"," '0.0088',"," '0',", '0'
"'4387', ","'24.46',"," '2026-05-06  22:16:30',"," '28.94',"," '255',"," '0.0309',"," '0',", '1'
"'4388', ","'24.33',"," '2026-05-06  22:16:45',"," '29.65',"," '255',"," '0.0125',"," '0',", '0'
"'4389', ","'24.65',"," '2026-05-06  22:17:00',"," '24.46',"," '255',"," '0.0212',"," '0',", '1'
"'4390', ","'24.66',"," '2026-05-06  22:17:15',"," '26.07',"," '255',"," '0.0256',"," '0',", '1'
"'4391', ","'24.18',"," '2026-05-06  22:17:30',"," '28.53',"," '255',"," '0.0264',"," '0',", '0'
"'4392', ","'24.55',"," '2026-05-06  22:17:45',"," '22.59',"," '255',"," '0.0093',"," '0',", '0'
"'4393', ","'24.29',"," '2026-05-06  22:18:00',"," '21.18',"," '255',"," '0.0152',"," '0',", '0'
"'4394', ","'24.65',"," '2026-05-06  22:18:15',"," '26.4', ","'255', ","'0.033', '","0', '",0'
"'4395', ","'24.3', ","'2026-05-06  22:18:30', ","'25.83', ","'255', ","'0.0332', ","'0', ",'1'
"'4396', ","'24.59',"," '2026-05-06  22:18:45',"," '24.57',"," '255',"," '0.0134',"," '0',", '0'
"'4397', ","'24.53',"," '2026-05-06  22:19:00',"," '29.36',"," '255',"," '0.0276',"," '0',", '0'
"'4398', ","'24.19',"," '2026-05-06  22:19:15',"," '26.95',"," '255',"," '0.0294',"," '0',", '0'
"'4399', ","'24.35',"," '2026-05-06  22:19:30',"," '26.76',"," '255',"," '0.0086',"," '0',", '0'
"'4400', ","'24.43',"," '2026-05-06  22:19:45',"," '24.05',"," '255',"," '0.0166',"," '0',", '1'
"'4401', ","'24.4', ","'2026-05-06  22:20:00', ","'21.83', ","'255', ","'0.0335', ","'0', ",'0'
"'4402', ","'24.28',"," '2026-05-06  22:20:15',"," '26.46',"," '255',"," '0.0155',"," '0',", '0'
"'4403', ","'24.21',"," '2026-05-06  22:20:30',"," '19.69',"," '255',"," '0.0295',"," '0',", '0'
"'4404', ","'24.23',"," '2026-05-06  22:20:45',"," '29.6', ","'255', ","'0.0239', ","'0', ",'0'
"'4405', ","'24.18',"," '2026-05-06  22:21:00',"," '21.98',"," '255',"," '0.0295',"," '0',", '0'
"'4406', ","'24.55',"," '2026-05-06  22:21:15',"," '20.21',"," '255',"," '0.0348',"," '0',", '0'
"'4407', ","'24.24',"," '2026-05-06  22:21:30',"," '23.66',"," '255',"," '0.0224',"," '0',", '1'
"'4408', ","'24.27',"," '2026-05-06  22:21:45',"," '28.21',"," '255',"," '0.0345',"," '0',", '0'
"'4409', ","'24.18',"," '2026-05-06  22:22:00',"," '23.75',"," '255',"," '0.0183',"," '0',", '0'
"'4410', ","'24.14',"," '2026-05-06  22:22:15',"," '27.6', ","'255', ","'0.0184', ","'0', ",'0'
"'4411', ","'24.03',"," '2026-05-06  22:22:30',"," '24.7', ","'255', ","'0.0181', ","'0', ",'1'
"'4412', ","'24.42',"," '2026-05-06  22:22:45',"," '28.08',"," '255',"," '0.0172',"," '0',", '0'
"'4413', ","'24.31',"," '2026-05-06  22:23:00',"," '22.21',"," '255',"," '0.024', ","'0', ",'0'
"'4414', ","'24.45',"," '2026-05-06  22:23:15',"," '22.27',"," '255',"," '0.027', ","'0', ",'0'
"'4415', ","'24.23',"," '2026-05-06  22:23:30',"," '21.87',"," '255',"," '0.0328',"," '0',", '0'
"'4416', ","'24.25',"," '2026-05-06  22:23:45',"," '27.21',"," '255',"," '0.0172',"," '0',", '0'
"'4417', ","'24.44',"," '2026-05-06  22:24:00',"," '22', '2","55', '0",".0095', '0","', '1",'
"'4418', ","'24.48',"," '2026-05-06  22:24:15',"," '22.32',"," '255',"," '0.0242',"," '0',", '0'
"'4419', ","'24.43',"," '2026-05-06  22:24:30',"," '26.84',"," '255',"," '0.0147',"," '0',", '0'
"'4420', ","'24.52',"," '2026-05-06  22:24:45',"," '22.11',"," '255',"," '0.019', ","'0', ",'0'
"'4421', ","'24.15',"," '2026-05-06  22:25:00',"," '29.03',"," '255',"," '0.032', ","'0', ",'1'
"'4422', ","'24.51',"," '2026-05-06  22:25:15',"," '21.74',"," '255',"," '0.0273',"," '0',", '0'
"'4423', ","'24.46',"," '2026-05-06  22:25:30',"," '21.16',"," '255',"," '0.023', ","'0', ",'0'
"'4424', ","'24.32',"," '2026-05-06  22:25:45',"," '27.01',"," '255',"," '0.0082',"," '0',", '0'
"'4425', ","'24.46',"," '2026-05-06  22:26:00',"," '27.82',"," '255',"," '0.0214',"," '0',", '0'
"'4426', ","'24.32',"," '2026-05-06  22:26:15',"," '26.65',"," '255',"," '0.0192',"," '0',", '0'
"'4427', ","'24.36',"," '2026-05-06  22:26:30',"," '23.54',"," '255',"," '0.0101',"," '0',", '0'
"'4428', ","'24.21',"," '2026-05-06  22:26:45',"," '26.41',"," '255',"," '0.0175',"," '0',", '1'
"'4429', ","'24.01',"," '2026-05-06  22:27:00',"," '22.95',"," '255',"," '0.0169',"," '0',", '0'
"'4430', ","'24.2', ","'2026-05-06  22:27:15', ","'24.91', ","'255', ","'0.0348', ","'0', ",'0'
"'4431', ","'23.9', ","'2026-05-06  22:27:30', ","'24.27', ","'255', ","'0.017', '","0', '",0'
"'4432', ","'24.34',"," '2026-05-06  22:27:45',"," '26.23',"," '255',"," '0.0188',"," '0',", '0'
"'4433', ","'24.11',"," '2026-05-06  22:28:00',"," '27.7', ","'255', ","'0.0091', ","'0', ",'1'
"'4434', ","'24.42',"," '2026-05-06  22:28:15',"," '24.76',"," '255',"," '0.0192',"," '0',", '0'
"'4435', ","'24.02',"," '2026-05-06  22:28:30',"," '27.86',"," '255',"," '0.0228',"," '0',", '0'
"'4436', ","'24.43',"," '2026-05-06  22:28:45',"," '27.47',"," '255',"," '0.0263',"," '0',", '0'
"'4437', ","'24.33',"," '2026-05-06  22:29:00',"," '22.45',"," '255',"," '0.0288',"," '0',", '0'
"'4438', ","'24.43',"," '2026-05-06  22:29:15',"," '21.57',"," '255',"," '0.0169',"," '0',", '0'
"'4439', ","'23.86',"," '2026-05-06  22:29:30',"," '20.37',"," '255',"," '0.0144',"," '0',", '0'
"'4440', ","'23.87',"," '2026-05-06  22:29:45',"," '23.74',"," '255',"," '0.0212',"," '0',", '0'
"'4441', ","'24.18',"," '2026-05-06  22:30:00',"," '25.14',"," '255',"," '0.0125',"," '0',", '0'
"'4442', ","'24.31',"," '2026-05-06  22:30:15',"," '19.25',"," '255',"," '0.0332',"," '0',", '0'
"'4443', ","'23.92',"," '2026-05-06  22:30:30',"," '27.56',"," '255',"," '0.0253',"," '0',", '0'
"'4444', ","'24.1', ","'2026-05-06  22:30:45', ","'25.86', ","'255', ","'0.0106', ","'0', ",'0'
"'4445', ","'24', '2","026-05-06 22 :31:00', '1","9.66', '2","55', '0",".0159', '0","', '0",'
"'4446', ","'23.88',"," '2026-05-06  22:31:15',"," '22.06',"," '255',"," '0.0167',"," '0',", '0'
"'4447', ","'24.16',"," '2026-05-06  22:31:30',"," '21.59',"," '255',"," '0.0279',"," '0',", '0'
"'4448', ","'24.19',"," '2026-05-06  22:31:45',"," '21.49',"," '255',"," '0.014', ","'0', ",'1'
"'4449', ","'23.97',"," '2026-05-06  22:32:00',"," '20.39',"," '255',"," '0.0235',"," '0',", '1'
"'4450', ","'24.2', ","'2026-05-06  22:32:15', ","'25.97', ","'255', ","'0.0314', ","'0', ",'0'
"'4451', ","'24.33',"," '2026-05-06  22:32:30',"," '18.81',"," '255',"," '0.0325',"," '0',", '0'
"'4452', ","'24.27',"," '2026-05-06  22:32:45',"," '20.46',"," '255',"," '0.0205',"," '0',", '0'
"'4453', ","'24.33',"," '2026-05-06  22:33:00',"," '19.89',"," '255',"," '0.0157',"," '0',", '1'
"'4454', ","'23.83',"," '2026-05-06  22:33:15',"," '22.37',"," '255',"," '0.0232',"," '0',", '0'
"'4455', ","'24.22',"," '2026-05-06  22:33:30',"," '22.5', ","'255', ","'0.0134', ","'0', ",'0'
"'4456', ","'24.31',"," '2026-05-06  22:33:45',"," '28.1', ","'255', ","'0.034', '","0', '",0'
"'4457', ","'24.08',"," '2026-05-06  22:34:00',"," '27.11',"," '255',"," '0.0348',"," '0',", '0'
"'4458', ","'24.24',"," '2026-05-06  22:34:15',"," '22.24',"," '255',"," '0.0177',"," '0',", '0'
"'4459', ","'23.84',"," '2026-05-06  22:34:30',"," '28.48',"," '255',"," '0.0206',"," '0',", '0'
"'4460', ","'24.29',"," '2026-05-06  22:34:45',"," '18.84',"," '255',"," '0.0149',"," '0',", '0'
"'4461', ","'23.94',"," '2026-05-06  22:35:00',"," '27.48',"," '255',"," '0.0085',"," '0',", '0'
"'4462', ","'24.32',"," '2026-05-06  22:35:15',"," '27.77',"," '255',"," '0.0253',"," '0',", '0'
"'4463', ","'24.16',"," '2026-05-06  22:35:30',"," '26.72',"," '255',"," '0.0306',"," '0',", '1'
"'4464', ","'24.25',"," '2026-05-06  22:35:45',", '111.11',", '255'",", '0.0287'",", '0'",", '1'"
"'4465', ","'24.23',"," '2026-05-06  22:36:00',"," '24.92',"," '255',"," '0.0264',"," '0',", '0'
"'4466', ","'24.1', ","'2026-05-06  22:36:15', ","'26.3', '","255', '","0.0169', '","0', '",0'
"'4467', ","'24.08',"," '2026-05-06  22:36:30',"," '27.51',"," '255',"," '0.033', ","'0', ",'0'
"'4468', ","'24.05',"," '2026-05-06  22:36:45',"," '20.82',"," '255',"," '0.0104',"," '0',", '0'
"'4469', ","'23.98',"," '2026-05-06  22:37:00',", '120.94',", '255'",", '0.0308'",", '0'",", '0'"
"'4470', ","'24.29',"," '2026-05-06  22:37:15',"," '18.82',"," '255',"," '0.0086',"," '0',", '0'
"'4471', ","'23.83',"," '2026-05-06  22:37:30',"," '25.47',"," '255',"," '0.0112',"," '0',", '0'
"'4472', ","'24.11',"," '2026-05-06  22:37:45',"," '23.95',"," '255',"," '0.0345',"," '0',", '0'
"'4473', ","'23.91',"," '2026-05-06  22:38:00',"," '18.71',"," '255',"," '0.0214',"," '0',", '0'
"'4474', ","'23.86',"," '2026-05-06  22:38:15',"," '24.68',"," '255',"," '0.0316',"," '0',", '0'
"'4475', ","'23.7', ","'2026-05-06  22:38:30', ","'23.77', ","'255', ","'0.0316', ","'0', ",'0'
"'4476', ","'23.84',"," '2026-05-06  22:38:45',"," '23.48',"," '255',"," '0.0141',"," '0',", '0'
"'4477', ","'23.87',"," '2026-05-06  22:39:00',"," '19.66',"," '255',"," '0.0285',"," '0',", '0'
"'4478', ","'23.75',"," '2026-05-06  22:39:15',"," '25.19',"," '255',"," '0.0337',"," '0',", '0'
"'4479', ","'24.19',"," '2026-05-06  22:39:30',", '111.68',", '255'",", '0.0105'",", '0'",", '0'"
"'4480', ","'24.15',"," '2026-05-06  22:39:45',"," '26.66',"," '255',"," '0.0214',"," '0',", '0'
"'4481', ","'23.78',"," '2026-05-06  22:40:00',"," '25.59',"," '255',"," '0.0251',"," '0',", '0'
"'4482', ","'23.84',"," '2026-05-06  22:40:15',"," '24.34',"," '255',"," '0.0228',"," '0',", '0'
"'4483', ","'23.76',"," '2026-05-06  22:40:30',"," '20.26',"," '255',"," '0.0245',"," '0',", '1'
"'4484', ","'23.72',"," '2026-05-06  22:40:45',"," '23.95',"," '255',"," '0.0222',"," '0',", '0'
"'4485', ","'23.65',"," '2026-05-06  22:41:00',"," '25.44',"," '255',"," '0.0174',"," '0',", '0'
"'4486', ","'23.67',"," '2026-05-06  22:41:15',"," '24.98',"," '255',"," '0.0289',"," '0',", '0'
"'4487', ","'24.13',"," '2026-05-06  22:41:30',", '163.36',", '255'",", '0.0162'",", '0'",", '1'"
"'4488', ","'24.18',"," '2026-05-06  22:41:45',"," '22.49',"," '255',"," '0.0275',"," '0',", '0'
"'4489', ","'23.93',"," '2026-05-06  22:42:00',"," '23.87',"," '255',"," '0.0136',"," '0',", '0'
"'4490', ","'24.18',"," '2026-05-06  22:42:15',"," '22.25',"," '255',"," '0.0216',"," '0',", '0'
"'4491', ","'23.95',"," '2026-05-06  22:42:30',"," '20.82',"," '255',"," '0.0332',"," '0',", '0'
"'4492', ","'23.84',"," '2026-05-06  22:42:45',"," '18.32',"," '255',"," '0.0283',"," '0',", '0'
"'4493', ","'23.96',"," '2026-05-06  22:43:00',"," '25.52',"," '255',"," '0.0285',"," '0',", '0'
"'4494', ","'24.01',"," '2026-05-06  22:43:15',"," '21.16',"," '255',"," '0.0177',"," '0',", '0'
"'4495', ","'23.94',"," '2026-05-06  22:43:30',"," '25.22',"," '255',"," '0.0193',"," '0',", '0'
"'4496', ","'24.02',"," '2026-05-06  22:43:45',"," '22.37',"," '255',"," '0.0314',"," '0',", '0'
"'4497', ","'24.05',"," '2026-05-06  22:44:00',", '196.69',", '255'",", '0.0348'",", '0'",", '0'"
"'4498', ","'23.83',"," '2026-05-06  22:44:15',"," '19.52',"," '255',"," '0.0262',"," '0',", '0'
"'4499', ","'23.6', ","'2026-05-06  22:44:30', ","'20.69', ","'255', ","'0.0259', ","'0', ",'0'
"'4500', ","'23.61',"," '2026-05-06  22:44:45',"," '25.73',"," '255',"," '0.0247',"," '0',", '0'
"'4501', ","'24.05',"," '2026-05-06  22:45:00',"," '22.58',"," '255',"," '0.0204',"," '0',", '1'
"'4502', ","'23.97',"," '2026-05-06  22:45:15',"," '22.46',"," '255',"," '0.0344',"," '0',", '0'
"'4503', ","'24.03',"," '2026-05-06  22:45:30',"," '26.01',"," '255',"," '0.0186',"," '0',", '0'
"'4504', ","'23.97',"," '2026-05-06  22:45:45',"," '18.81',"," '255',"," '0.0251',"," '0',", '0'
"'4505', ","'23.61',"," '2026-05-06  22:46:00',"," '17.67',"," '255',"," '0.0268',"," '0',", '0'
"'4506', ","'23.6', ","'2026-05-06  22:46:15', ","'22.75', ","'255', ","'0.0308', ","'0', ",'1'
"'4507', ","'23.67',"," '2026-05-06  22:46:30',"," '23.03',"," '255',"," '0.0283',"," '0',", '0'
"'4508', ","'23.9', ","'2026-05-06  22:46:45', ","'21.07', ","'255', ","'0.0348', ","'0', ",'1'
"'4509', ","'23.71',"," '2026-05-06  22:47:00',"," '17.53',"," '255',"," '0.0095',"," '0',", '1'
"'4510', ","'24.11',"," '2026-05-06  22:47:15',"," '21.01',"," '255',"," '0.0219',"," '0',", '0'
"'4511', ","'23.73',"," '2026-05-06  22:47:30',"," '23.41',"," '255',"," '0.034', ","'0', ",'0'
"'4512', ","'23.85',"," '2026-05-06  22:47:45',"," '23.73',"," '255',"," '0.0093',"," '0',", '0'
"'4513', ","'23.78',"," '2026-05-06  22:48:00',"," '24.38',"," '255',"," '0.027', ","'0', ",'0'
"'4514', ","'23.78',"," '2026-05-06  22:48:15',"," '162.9',"," '255',"," '0.0176',"," '0',", '0'
"'4515', ","'23.93',"," '2026-05-06  22:48:30',"," '19.64',"," '255',"," '0.0332',"," '0',", '0'
"'4516', ","'23.64',"," '2026-05-06  22:48:45',"," '24.3', ","'255', ","'0.0303', ","'0', ",'0'
"'4517', ","'24.07',"," '2026-05-06  22:49:00',"," '21.8', ","'255', ","'0.0288', ","'0', ",'1'
"'4518', ","'24.03',"," '2026-05-06  22:49:15',"," '20.59',"," '255',"," '0.0317',"," '0',", '0'
"'4519', ","'23.58',"," '2026-05-06  22:49:30',"," '21.13',"," '255',"," '0.0136',"," '0',", '0'
"'4520', ","'23.61',"," '2026-05-06  22:49:45',"," '22.13',"," '255',"," '0.0332',"," '0',", '0'
"'4521', ","'23.83',"," '2026-05-06  22:50:00',"," '17.9', ","'255', ","'0.0144', ","'0', ",'1'
"'4522', ","'23.82',"," '2026-05-06  22:50:15',"," '22.93',"," '255',"," '0.0126',"," '0',", '0'
"'4523', ","'23.7', ","'2026-05-06  22:50:30', ","'20.2', '","255', '","0.0178', '","0', '",0'
"'4524', ","'23.65',"," '2026-05-06  22:50:45',"," '26.5', ","'255', ","'0.0257', ","'0', ",'0'
"'4525', ","'23.83',"," '2026-05-06  22:51:00',"," '19.91',"," '255',"," '0.0302',"," '0',", '0'
"'4526', ","'23.64',"," '2026-05-06  22:51:15',"," '20.35',"," '255',"," '0.0084',"," '0',", '0'
"'4527', ","'24', '2","026-05-06 22 :51:30', '2","1.52', '2","55', '0",".0189', '0","', '0",'
"'4528', ","'23.68',"," '2026-05-06  22:51:45',"," '24.78',"," '255',"," '0.0221',"," '0',", '0'
"'4529', ","'23.55',"," '2026-05-06  22:52:00',"," '26.04',"," '255',"," '0.0238',"," '0',", '0'
"'4530', ","'23.8', ","'2026-05-06  22:52:15', ","'24.79', ","'255', ","'0.0093', ","'0', ",'0'
"'4531', ","'23.87',"," '2026-05-06  22:52:30',"," '21.1', ","'255', ","'0.0165', ","'0', ",'0'
"'4532', ","'23.94',"," '2026-05-06  22:52:45',"," '20.87',"," '255',"," '0.027', ","'0', ",'0'
"'4533', ","'23.83',"," '2026-05-06  22:53:00',"," '20.45',"," '255',"," '0.0208',"," '0',", '0'
"'4534', ","'23.48',"," '2026-05-06  22:53:15',"," '17.75',"," '255',"," '0.0346',"," '0',", '0'
"'4535', ","'23.82',"," '2026-05-06  22:53:30',", '199.94',", '255'",", '0.0269'",", '0'",", '0'"
"'4536', ","'23.42',"," '2026-05-06  22:53:45',"," '17.17',"," '255',"," '0.0311',"," '0',", '0'
"'4537', ","'23.95',"," '2026-05-06  22:54:00',"," '24.93',"," '255',"," '0.0081',"," '0',", '0'
"'4538', ","'23.51',"," '2026-05-06  22:54:15',"," '22.54',"," '255',"," '0.0094',"," '0',", '0'
"'4539', ","'23.95',"," '2026-05-06  22:54:30',"," '21.17',"," '255',"," '0.0303',"," '0',", '0'
"'4540', ","'23.87',"," '2026-05-06  22:54:45',"," '24.87',"," '255',"," '0.0278',"," '0',", '1'
"'4541', ","'23.87',"," '2026-05-06  22:55:00',"," '23.47',"," '255',"," '0.0182',"," '0',", '0'
"'4542', ","'23.64',"," '2026-05-06  22:55:15',"," '18.82',"," '255',"," '0.0174',"," '0',", '0'
"'4543', ","'23.55',"," '2026-05-06  22:55:30',"," '24.03',"," '255',"," '0.009', ","'0', ",'0'
"'4544', ","'23.96',"," '2026-05-06  22:55:45',"," '22.75',"," '255',"," '0.0269',"," '0',", '0'
"'4545', ","'23.77',"," '2026-05-06  22:56:00',"," '17.43',"," '255',"," '0.0239',"," '0',", '0'
"'4546', ","'23.75',"," '2026-05-06  22:56:15',"," '20.08',"," '255',"," '0.0332',"," '0',", '0'
"'4547', ","'23.75',"," '2026-05-06  22:56:30',"," '124.8',"," '255',"," '0.0191',"," '0',", '1'
"'4548', ","'23.91',"," '2026-05-06  22:56:45',"," '19.3', ","'255', ","'0.0188', ","'0', ",'0'
"'4549', ","'23.43',"," '2026-05-06  22:57:00',"," '19.18',"," '255',"," '0.0222',"," '0',", '0'
"'4550', ","'23.52',"," '2026-05-06  22:57:15',"," '18.02',"," '255',"," '0.0085',"," '0',", '1'
"'4551', ","'23.89',"," '2026-05-06  22:57:30',"," '20.53',"," '255',"," '0.0309',"," '0',", '1'
"'4552', ","'23.54',"," '2026-05-06  22:57:45',"," '20.27',"," '255',"," '0.0154',"," '0',", '0'
"'4553', ","'23.7', ","'2026-05-06  22:58:00', ","'26.12', ","'255', ","'0.0179', ","'0', ",'0'
"'4554', ","'23.8', ","'2026-05-06  22:58:15', ","'20.95', ","'255', ","'0.0304', ","'0', ",'0'
"'4555', ","'23.5', ","'2026-05-06  22:58:30', ","'17.17', ","'255', ","'0.0158', ","'0', ",'0'
"'4556', ","'23.78',"," '2026-05-06  22:58:45',"," '24.69',"," '255',"," '0.0158',"," '0',", '0'
"'4557', ","'23.77',"," '2026-05-06  22:59:00',"," '23.47',"," '255',"," '0.0138',"," '0',", '1'
"'4558', ","'23.6', ","'2026-05-06  22:59:15', ","'24.06', ","'255', ","'0.0285', ","'0', ",'0'
"'4559', ","'23.66',"," '2026-05-06  22:59:30',"," '22.6', ","'255', ","'0.029', '","0', '",0'
"'4560', ","'23.76',"," '2026-05-06  22:59:45',"," '25.85',"," '255',"," '0.0268',"," '0',", '0'
