id,temperature,created_at,sound,light,dust,fan,motion
'35','26.79','2026-05-04 22:08:30','56.23','255','0.0335','1','0'
'36','26.48','2026-05-04 22:08:45','52','255','0.0158','1','1'
'37','26.24','2026-05-04 22:09:00','54.18','255','0.0217','1','0'
'38','26.24','2026-05-04 22:09:15','53.95','255','0.0098','1','1'
'39','26.69','2026-05-04 22:09:30','46.75','255','0.0298','1','0'
'40','26.56','2026-05-04 22:09:45','51.51','255','0.0314','1','0'
'41','26.72','2026-05-04 22:10:00','56.12','255','0.0114','1','1'
'42','26.56','2026-05-04 22:10:15','51.8','255','0.0199','1','0'
'43','26.58','2026-05-04 22:10:30','46.9','255','0.0193','1','1'
'44','26.3','2026-05-04 22:10:45','50.36','255','0.0259','1','1'
'45','26.43','2026-05-04 22:11:00','46.65','255','0.0296','1','0'
'46','26.72','2026-05-04 22:11:15','53.46','255','0.0083','1','1'
'47','26.66','2026-05-04 22:11:30','45.98','255','0.0314','1','0'
'48','26.42','2026-05-04 22:11:45','47.27','255','0.0235','1','0'
'49','26.73','2026-05-04 22:12:00','49.5','255','0.0206','1','0'
'50','26.25','2026-05-04 22:12:15','53.27','255','0.0159','1','1'
'51','26.53','2026-05-04 22:12:30','49.77','255','0.0193','1','0'
'52','26.43','2026-05-04 22:12:45','49.97','255','0.0151','1','0'
'53','26.35','2026-05-04 22:13:00','49.16','255','0.0238','1','1'
'54','26.71','2026-05-04 22:13:15','47.13','255','0.024','1','0'
'55','26.61','2026-05-04 22:13:30','50.21','255','0.0346','1','0'
'56','26.69','2026-05-04 22:13:45','45.98','255','0.0164','1','0'
'57','26.43','2026-05-04 22:14:00','45.97','255','0.0146','1','0'
'58','26.42','2026-05-04 22:14:15','55.31','255','0.0182','1','1'
'59','26.52','2026-05-04 22:14:30','51.75','255','0.0169','1','0'
'60','26.26','2026-05-04 22:14:45','46.96','255','0.0247','1','0'
'61','26.67','2026-05-04 22:15:00','48.05','255','0.0245','1','1'
'62','26.54','2026-05-04 22:15:15','52.49','255','0.0204','1','0'
'63','26.13','2026-05-04 22:15:30','54.31','255','0.0284','1','0'
'64','26.48','2026-05-04 22:15:45','46.78','255','0.0247','1','0'
'65','26.48','2026-05-04 22:16:00','45.54','255','0.0278','1','0'
'66','26.15','2026-05-04 22:16:15','50.3','255','0.0169','1','0'
'67','26.58','2026-05-04 22:16:30','46.83','255','0.0273','1','0'
'68','26.15','2026-05-04 22:16:45','54.22','255','0.0185','1','0'
'69','26.66','2026-05-04 22:17:00','48.45','255','0.0296','1','1'
'70','26.39','2026-05-04 22:17:15','50.37','255','0.02','1','1'
'71','26.14','2026-05-04 22:17:30','49.92','255','0.0121','1','0'
'72','26.17','2026-05-04 22:17:45','48.19','255','0.0251','1','0'
'73','26.32','2026-05-04 22:18:00','48.02','255','0.0291','1','0'
'74','26.44','2026-05-04 22:18:15','52.93','255','0.0125','1','1'
'75','26.27','2026-05-04 22:18:30','46.13','255','0.0236','1','1'
'76','26.32','2026-05-04 22:18:45','52.81','255','0.0229','1','0'
'77','26.63','2026-05-04 22:19:00','50.72','255','0.0329','1','1'
'78','26.4','2026-05-04 22:19:15','49.41','255','0.0103','1','0'
'79','26.49','2026-05-04 22:19:30','47.57','255','0.0124','1','0'
'80','26.55','2026-05-04 22:19:45','48.55','255','0.0161','1','1'
'81','26.42','2026-05-04 22:20:00','53.96','255','0.0282','1','0'
'82','26.42','2026-05-04 22:20:15','45.38','255','0.0218','1','0'
'83','26.45','2026-05-04 22:20:30','48.8','255','0.0202','1','0'
'84','26.1','2026-05-04 22:20:45','46.63','255','0.0244','1','0'
'85','26.54','2026-05-04 22:21:00','49.52','255','0.032','1','1'
'86','26.4','2026-05-04 22:21:15','47.12','255','0.0136','1','0'
'87','26.53','2026-05-04 22:21:30','150.6','255','0.032','1','0'
'88','26.27','2026-05-04 22:21:45','47.59','255','0.0165','1','0'
'89','26.11','2026-05-04 22:22:00','50.73','255','0.0108','1','1'
'90','26.11','2026-05-04 22:22:15','46.09','255','0.0251','1','0'
'91','26.35','2026-05-04 22:22:30','47.89','255','0.0205','1','0'
'92','26.06','2026-05-04 22:22:45','47.68','255','0.0089','1','0'
'93','26.48','2026-05-04 22:23:00','47.54','255','0.0132','1','1'
'94','26.38','2026-05-04 22:23:15','47.82','255','0.0297','1','1'
'95','26.05','2026-05-04 22:23:30','47.38','255','0.0344','1','0'
'96','26','2026-05-04 22:23:45','44.39','255','0.0201','1','1'
'97','26.14','2026-05-04 22:24:00','52.53','255','0.0172','1','0'
'98','26','2026-05-04 22:24:15','46.67','255','0.0343','1','1'
'99','26.39','2026-05-04 22:24:30','53.39','255','0.0098','1','0'
'100','26','2026-05-04 22:24:45','52.87','255','0.0145','1','0'
'101','26.12','2026-05-04 22:25:00','47.08','255','0.0214','1','0'
'102','26.29','2026-05-04 22:25:15','43.72','255','0.0203','1','0'
'103','26.27','2026-05-04 22:25:30','46.38','255','0.0096','1','0'
'104','26.25','2026-05-04 22:25:45','46.5','255','0.0134','1','0'
'105','26.19','2026-05-04 22:26:00','47.16','255','0.0174','1','0'
'106','26.18','2026-05-04 22:26:15','53.05','255','0.0257','1','0'
'107','26.08','2026-05-04 22:26:30','48.54','255','0.0207','1','0'
'108','26.2','2026-05-04 22:26:45','53.13','255','0.0183','1','0'
'109','26.42','2026-05-04 22:27:00','45.05','255','0.0306','1','0'
'110','26.43','2026-05-04 22:27:15','51.61','255','0.0276','1','0'
'111','25.95','2026-05-04 22:27:30','46.98','255','0.0223','0','1'
'112','25.94','2026-05-04 22:27:45','51.79','255','0.0124','0','0'
'113','26.01','2026-05-04 22:28:00','46.09','255','0.0339','1','0'
'114','26.26','2026-05-04 22:28:15','52.06','255','0.0299','1','0'
'115','26.1','2026-05-04 22:28:30','52.4','255','0.0194','1','0'
'116','26.26','2026-05-04 22:28:45','44.48','255','0.0335','1','0'
'117','25.92','2026-05-04 22:29:00','43.72','255','0.0347','0','1'
'118','26.23','2026-05-04 22:29:15','51.6','255','0.0225','1','1'
'119','25.93','2026-05-04 22:29:30','48.82','255','0.026','0','1'
'120','25.98','2026-05-04 22:29:45','48.95','255','0.0197','0','0'
'121','26.4','2026-05-04 22:30:00','45.5','255','0.008','1','1'
'122','25.89','2026-05-04 22:30:15','47.2','255','0.0154','0','0'
'123','26','2026-05-04 22:30:30','49.76','255','0.0297','1','0'
'124','26.29','2026-05-04 22:30:45','48.05','255','0.0323','1','0'
'125','26.23','2026-05-04 22:31:00','48.98','255','0.0229','1','0'
'126','26.37','2026-05-04 22:31:15','46.05','255','0.034','1','0'
'127','26.25','2026-05-04 22:31:30','44.9','255','0.0147','1','0'
'128','26.09','2026-05-04 22:31:45','51.19','255','0.0111','1','0'
'129','25.88','2026-05-04 22:32:00','51.08','255','0.013','0','0'
'130','26.23','2026-05-04 22:32:15','49.03','255','0.0124','1','0'
'131','26.05','2026-05-04 22:32:30','48.65','255','0.0129','1','0'
'132','26.36','2026-05-04 22:32:45','44.71','255','0.0311','1','0'
'133','26.04','2026-05-04 22:33:00','50.63','255','0.0171','1','0'
'134','26.24','2026-05-04 22:33:15','48.73','255','0.029','1','0'
'135','26.17','2026-05-04 22:33:30','47.43','255','0.008','1','0'
'136','26.28','2026-05-04 22:33:45','43.5','255','0.0151','1','0'
'137','26.12','2026-05-04 22:34:00','51.79','255','0.0105','1','1'
'138','26.11','2026-05-04 22:34:15','42.51','255','0.012','1','0'
'139','25.79','2026-05-04 22:34:30','49.59','255','0.034','0','1'
'140','26.02','2026-05-04 22:34:45','44.98','255','0.0314','1','0'
'141','26.24','2026-05-04 22:35:00','43.15','255','0.0121','1','0'
'142','26.08','2026-05-04 22:35:15','48.02','255','0.0232','1','0'
'143','25.78','2026-05-04 22:35:30','45.61','255','0.0326','0','1'
'144','25.87','2026-05-04 22:35:45','42.79','255','0.0327','0','0'
'145','26.12','2026-05-04 22:36:00','42.93','255','0.0317','1','0'
'146','26.09','2026-05-04 22:36:15','45.09','255','0.0143','1','0'
'147','26.1','2026-05-04 22:36:30','47.69','255','0.0249','1','0'
'148','25.77','2026-05-04 22:36:45','41.88','255','0.0339','0','0'
'149','25.76','2026-05-04 22:37:00','44.26','255','0.0267','0','0'
'150','26.13','2026-05-04 22:37:15','44.14','255','0.0326','1','1'
'151','26.18','2026-05-04 22:37:30','48.02','255','0.0115','1','0'
'152','25.87','2026-05-04 22:37:45','48.99','255','0.0095','0','0'
'153','26.12','2026-05-04 22:38:00','45.23','255','0.0143','1','0'
'154','25.95','2026-05-04 22:38:15','51.33','255','0.0103','0','1'
'155','26.02','2026-05-04 22:38:30','46.89','255','0.0111','1','1'
'156','25.88','2026-05-04 22:38:45','191.32','255','0.0244','0','0'
'157','26.23','2026-05-04 22:39:00','51.22','255','0.0132','1','1'
'158','25.68','2026-05-04 22:39:15','41.68','255','0.02','0','0'
'159','25.78','2026-05-04 22:39:30','41.49','255','0.0209','0','1'
'160','26.2','2026-05-04 22:39:45','46.19','255','0.0248','1','0'
'161','26.11','2026-05-04 22:40:00','48.09','255','0.0316','1','0'
'162','25.95','2026-05-04 22:40:15','42.36','255','0.0279','0','0'
'163','25.73','2026-05-04 22:40:30','49.51','255','0.0154','0','0'
'164','25.97','2026-05-04 22:40:45','45','255','0.0102','0','1'
'165','25.89','2026-05-04 22:41:00','43.29','255','0.0188','0','0'
'166','26.02','2026-05-04 22:41:15','47.92','255','0.0082','1','0'
'167','25.92','2026-05-04 22:41:30','50.53','255','0.0312','0','1'
'168','26.03','2026-05-04 22:41:45','43.66','255','0.0281','1','1'
'169','26.21','2026-05-04 22:42:00','47.24','255','0.026','1','0'
'170','26.02','2026-05-04 22:42:15','42.5','255','0.0297','1','0'
'171','25.94','2026-05-04 22:42:30','48.88','255','0.0131','0','0'
'172','26.17','2026-05-04 22:42:45','44.15','255','0.0307','1','1'
'173','25.73','2026-05-04 22:43:00','50.66','255','0.009','0','1'
'174','25.98','2026-05-04 22:43:15','48.82','255','0.0289','0','0'
'175','26.13','2026-05-04 22:43:30','50.14','255','0.0191','1','0'
'176','26.16','2026-05-04 22:43:45','46.48','255','0.0192','1','0'
'177','26.18','2026-05-04 22:44:00','41.83','255','0.0304','1','0'
'178','25.62','2026-05-04 22:44:15','41.66','255','0.0219','0','0'
'179','25.91','2026-05-04 22:44:30','45.36','255','0.0312','0','0'
'180','25.59','2026-05-04 22:44:45','50.31','255','0.033','0','0'
'181','26.1','2026-05-04 22:45:00','48.61','255','0.0239','1','0'
'182','25.66','2026-05-04 22:45:15','40.9','255','0.031','0','0'
'183','25.6','2026-05-04 22:45:30','43.83','255','0.0153','0','1'
'184','25.89','2026-05-04 22:45:45','40.69','255','0.02','0','1'
'185','25.75','2026-05-04 22:46:00','42.57','255','0.0237','0','0'
'186','25.71','2026-05-04 22:46:15','48.83','255','0.0344','0','0'
'187','25.55','2026-05-04 22:46:30','47.32','255','0.0156','0','0'
'188','25.85','2026-05-04 22:46:45','40.97','255','0.0084','0','1'
'189','25.99','2026-05-04 22:47:00','183.88','255','0.01','0','0'
'190','26.02','2026-05-04 22:47:15','45.78','255','0.0283','1','0'
'191','25.99','2026-05-04 22:47:30','44.74','255','0.0105','0','1'
'192','25.68','2026-05-04 22:47:45','49.08','255','0.0217','0','0'
'193','26','2026-05-04 22:48:00','44.11','255','0.0277','1','0'
'194','25.71','2026-05-04 22:48:15','44.92','255','0.0118','0','0'
'195','25.79','2026-05-04 22:48:30','39.99','255','0.0298','0','0'
'196','26.07','2026-05-04 22:48:45','48.39','255','0.0303','1','0'
'197','25.8','2026-05-04 22:49:00','161.05','255','0.0089','0','0'
'198','26.07','2026-05-04 22:49:15','41.76','255','0.0211','1','0'
'199','25.56','2026-05-04 22:49:30','42.95','255','0.0154','0','0'
'200','25.59','2026-05-04 22:49:45','45.58','255','0.0109','0','0'
'201','25.71','2026-05-04 22:50:00','44.46','255','0.0168','0','0'
'202','26.03','2026-05-04 22:50:15','49.3','255','0.0344','1','1'
'203','25.81','2026-05-04 22:50:30','40.9','255','0.0228','0','0'
'204','26.03','2026-05-04 22:50:45','42.87','255','0.0266','1','0'
'205','25.63','2026-05-04 22:51:00','45.33','255','0.0256','0','0'
'206','25.48','2026-05-04 22:51:15','41.66','255','0.01','0','0'
'207','25.51','2026-05-04 22:51:30','39.84','255','0.0185','0','0'
'208','25.74','2026-05-04 22:51:45','39.72','255','0.0339','0','0'
'209','25.56','2026-05-04 22:52:00','45.19','255','0.0137','0','0'
'210','25.83','2026-05-04 22:52:15','49.17','255','0.0208','0','0'
'211','25.84','2026-05-04 22:52:30','46.83','255','0.0089','0','0'
'212','25.9','2026-05-04 22:52:45','47.5','255','0.0218','0','0'
'213','25.64','2026-05-04 22:53:00','44.48','255','0.0258','0','0'
'214','25.82','2026-05-04 22:53:15','40.96','255','0.0081','0','0'
'215','25.43','2026-05-04 22:53:30','43.63','255','0.0317','0','1'
'216','25.65','2026-05-04 22:53:45','40.46','255','0.0194','0','1'
'217','25.92','2026-05-04 22:54:00','47.56','255','0.0231','0','0'
'218','25.89','2026-05-04 22:54:15','41.87','255','0.0267','0','1'
'219','25.71','2026-05-04 22:54:30','40.77','255','0.0174','0','0'
'220','25.64','2026-05-04 22:54:45','42.34','255','0.0223','0','0'
'221','25.83','2026-05-04 22:55:00','45.98','255','0.0317','0','0'
'222','25.5','2026-05-04 22:55:15','47.4','255','0.0334','0','0'
'223','25.46','2026-05-04 22:55:30','45.76','255','0.0106','0','0'
'224','25.91','2026-05-04 22:55:45','42.53','255','0.0214','0','0'
'225','25.6','2026-05-04 22:56:00','47.36','255','0.0171','0','0'
'226','25.77','2026-05-04 22:56:15','43.79','255','0.0266','0','1'
'227','25.79','2026-05-04 22:56:30','43.61','255','0.0172','0','0'
'228','25.91','2026-05-04 22:56:45','41.02','255','0.0229','0','1'
'229','25.69','2026-05-04 22:57:00','44.15','255','0.0296','0','0'
'230','25.91','2026-05-04 22:57:15','45.73','255','0.0331','0','1'
'231','25.41','2026-05-04 22:57:30','42.79','255','0.0087','0','0'
'232','25.78','2026-05-04 22:57:45','47.64','255','0.0211','0','0'
'233','25.63','2026-05-04 22:58:00','39.75','255','0.0165','0','0'
'234','25.78','2026-05-04 22:58:15','39.68','255','0.0252','0','0'
'235','25.55','2026-05-04 22:58:30','42.12','255','0.0168','0','0'
'236','25.75','2026-05-04 22:58:45','42.5','255','0.0095','0','0'
'237','25.53','2026-05-04 22:59:00','47.86','255','0.0191','0','0'
'238','25.9','2026-05-04 22:59:15','44.44','255','0.0325','0','0'
'239','25.81','2026-05-04 22:59:30','47.41','255','0.0269','0','0'
'240','25.4','2026-05-04 22:59:45','40.15','255','0.0344','0','0'
'241','25.43','2026-05-04 23:00:00','39.92','255','0.019','0','0'
'242','25.62','2026-05-04 23:00:15','42.57','255','0.0264','0','0'
'243','25.43','2026-05-04 23:00:30','38.07','255','0.0236','0','0'
'244','25.37','2026-05-04 23:00:45','46.47','255','0.0242','0','0'
'245','25.69','2026-05-04 23:01:00','41.57','255','0.0233','0','0'
'246','25.29','2026-05-04 23:01:15','144.4','255','0.0144','0','1'
'247','25.56','2026-05-04 23:01:30','47.04','255','0.0324','0','0'
'248','25.38','2026-05-04 23:01:45','42.91','255','0.0325','0','0'
'249','25.84','2026-05-04 23:02:00','38.84','255','0.0105','0','0'
'250','25.81','2026-05-04 23:02:15','40.56','255','0.0118','0','1'
'251','25.53','2026-05-04 23:02:30','37.89','255','0.0201','0','1'
'252','25.85','2026-05-04 23:02:45','43.03','255','0.0285','0','0'
'253','25.62','2026-05-04 23:03:00','37.59','255','0.0302','0','0'
'254','25.76','2026-05-04 23:03:15','46.39','255','0.0116','0','0'
'255','25.54','2026-05-04 23:03:30','43.54','255','0.0217','0','0'
'256','25.68','2026-05-04 23:03:45','43.28','255','0.0294','0','0'
'257','25.66','2026-05-04 23:04:00','46.43','255','0.0101','0','0'
'258','25.57','2026-05-04 23:04:15','37.92','255','0.0096','0','0'
'259','25.79','2026-05-04 23:04:30','41.23','255','0.0346','0','0'
'260','25.49','2026-05-04 23:04:45','40.55','255','0.0104','0','0'
'261','25.25','2026-05-04 23:05:00','37.83','255','0.0233','0','0'
'262','25.73','2026-05-04 23:05:15','40.77','255','0.0195','0','0'
'263','25.61','2026-05-04 23:05:30','45.01','255','0.0122','0','0'
'264','25.68','2026-05-04 23:05:45','41.71','255','0.009','0','0'
'265','25.59','2026-05-04 23:06:00','46.04','255','0.0213','0','0'
'266','25.26','2026-05-04 23:06:15','42.67','255','0.0085','0','0'
'267','25.55','2026-05-04 23:06:30','46.07','255','0.0246','0','0'
'268','25.7','2026-05-04 23:06:45','37.77','255','0.0178','0','0'
'269','25.52','2026-05-04 23:07:00','41.69','255','0.0276','0','0'
'270','25.77','2026-05-04 23:07:15','39.91','255','0.0159','0','0'
'271','25.22','2026-05-04 23:07:30','39.92','255','0.0249','0','0'
'272','25.49','2026-05-04 23:07:45','42.94','255','0.0337','0','0'
'273','25.68','2026-05-04 23:08:00','37.79','255','0.0291','0','0'
'274','25.38','2026-05-04 23:08:15','45.35','255','0.027','0','1'
'275','25.26','2026-05-04 23:08:30','39.68','255','0.0318','0','1'
'276','25.55','2026-05-04 23:08:45','44.88','255','0.0155','0','0'
'277','25.29','2026-05-04 23:09:00','45.6','255','0.0289','0','0'
'278','25.69','2026-05-04 23:09:15','38.38','255','0.0142','0','0'
'279','25.7','2026-05-04 23:09:30','39.31','255','0.0246','0','0'
'280','25.41','2026-05-04 23:09:45','43.13','255','0.0243','0','0'
'281','25.55','2026-05-04 23:10:00','38.52','255','0.0231','0','0'
'282','25.6','2026-05-04 23:10:15','38.69','255','0.0199','0','0'
'283','25.37','2026-05-04 23:10:30','42.5','255','0.0281','0','0'
'284','25.56','2026-05-04 23:10:45','43.16','255','0.0141','0','0'
'285','25.29','2026-05-04 23:11:00','45.32','255','0.0285','0','1'
'286','25.39','2026-05-04 23:11:15','46.18','255','0.0332','0','1'
'287','25.11','2026-05-04 23:11:30','38.06','255','0.0282','0','1'
'288','25.7','2026-05-04 23:11:45','41.31','255','0.0263','0','0'
'289','25.49','2026-05-04 23:12:00','40.04','255','0.0151','0','0'
'290','25.56','2026-05-04 23:12:15','40.32','255','0.026','0','0'
'291','25.23','2026-05-04 23:12:30','36.7','255','0.0081','0','0'
'292','25.19','2026-05-04 23:12:45','37.76','255','0.016','0','0'
'293','25.42','2026-05-04 23:13:00','41.88','255','0.0169','0','0'
'294','25.44','2026-05-04 23:13:15','41.03','255','0.0263','0','1'
'295','25.11','2026-05-04 23:13:30','40.48','255','0.0111','0','1'
'296','25.64','2026-05-04 23:13:45','45.53','255','0.0315','0','1'
'297','25.58','2026-05-04 23:14:00','43.35','255','0.0286','0','0'
'298','25.31','2026-05-04 23:14:15','38.08','255','0.0164','0','0'
'299','25.5','2026-05-04 23:14:30','38.32','255','0.0121','0','0'
'300','25.43','2026-05-04 23:14:45','42.53','255','0.0224','0','0'
'301','25.24','2026-05-04 23:15:00','43.71','255','0.0283','0','0'
'302','25.28','2026-05-04 23:15:15','35.84','255','0.0189','0','1'
'303','25.12','2026-05-04 23:15:30','41.92','255','0.0195','0','1'
'304','25.4','2026-05-04 23:15:45','35.79','255','0.0167','0','0'
'305','25.11','2026-05-04 23:16:00','42.53','255','0.0327','0','0'
'306','25.61','2026-05-04 23:16:15','35.48','255','0.0312','0','0'
'307','25.05','2026-05-04 23:16:30','41.94','255','0.0313','0','1'
'308','25.42','2026-05-04 23:16:45','43.91','255','0.0262','0','1'
'309','25.3','2026-05-04 23:17:00','43.11','255','0.0169','0','0'
'310','25.55','2026-05-04 23:17:15','42.65','255','0.0081','0','0'
'311','25.05','2026-05-04 23:17:30','41.87','255','0.0173','0','0'
'312','25.01','2026-05-04 23:17:45','43.41','255','0.0212','0','0'
'313','25.53','2026-05-04 23:18:00','44.36','255','0.0178','0','0'
'314','25.19','2026-05-04 23:18:15','37.6','255','0.0228','0','0'
'315','25.57','2026-05-04 23:18:30','37.21','255','0.0136','0','1'
'316','25.1','2026-05-04 23:18:45','41.11','255','0.018','0','0'
'317','25.33','2026-05-04 23:19:00','42.74','255','0.0145','0','0'
'318','25.26','2026-05-04 23:19:15','37.06','255','0.0248','0','0'
'319','25.43','2026-05-04 23:19:30','42.01','255','0.0224','0','1'
'320','25.55','2026-05-04 23:19:45','43.36','255','0.009','0','1'
'321','25.33','2026-05-04 23:20:00','36.04','255','0.0143','0','0'
'322','25.02','2026-05-04 23:20:15','41.53','255','0.0254','0','0'
'323','25','2026-05-04 23:20:30','43.34','255','0.0137','0','1'
'324','25.07','2026-05-04 23:20:45','43.03','255','0.0086','0','0'
'325','25.37','2026-05-04 23:21:00','37.34','255','0.0179','0','1'
'326','25.16','2026-05-04 23:21:15','43.17','255','0.0096','0','0'
'327','25.12','2026-05-04 23:21:30','36.73','255','0.0219','0','1'
'328','25.29','2026-05-04 23:21:45','36.73','255','0.0209','0','0'
'329','25.45','2026-05-04 23:22:00','35.78','255','0.0222','0','1'
'330','25.52','2026-05-04 23:22:15','44.35','255','0.02','0','0'
'331','25.39','2026-05-04 23:22:30','41.67','255','0.0126','0','0'
'332','25.04','2026-05-04 23:22:45','34.73','255','0.0338','0','1'
'333','25.08','2026-05-04 23:23:00','41.55','255','0.0303','0','0'
'334','25','2026-05-04 23:23:15','36.74','255','0.0098','0','1'
'335','25.23','2026-05-04 23:23:30','40.07','255','0.0172','0','1'
'336','25.13','2026-05-04 23:23:45','40.32','255','0.0348','0','0'
'337','25','2026-05-04 23:24:00','39.55','255','0.0253','0','0'
'338','25.23','2026-05-04 23:24:15','35.63','255','0.0139','0','1'
'339','25.31','2026-05-04 23:24:30','36.58','255','0.0173','0','0'
'340','25.29','2026-05-04 23:24:45','35.81','255','0.0147','0','0'
'341','25.44','2026-05-04 23:25:00','37.85','255','0.011','0','1'
'342','25.38','2026-05-04 23:25:15','38.04','255','0.0145','0','0'
'343','24.94','2026-05-04 23:25:30','40.96','255','0.0255','0','1'
'344','25.2','2026-05-04 23:25:45','42.83','255','0.0258','0','1'
'345','25.07','2026-05-04 23:26:00','35.07','255','0.0229','0','0'
'346','24.86','2026-05-04 23:26:15','35.87','255','0.0305','0','1'
'347','25.3','2026-05-04 23:26:30','42.12','255','0.0104','0','0'
'348','25.36','2026-05-04 23:26:45','38.57','255','0.0131','0','1'
'349','25.38','2026-05-04 23:27:00','37.85','255','0.0235','0','0'
'350','24.85','2026-05-04 23:27:15','35.53','255','0.0101','0','0'
'351','24.86','2026-05-04 23:27:30','43.43','255','0.0203','0','1'
'352','25.42','2026-05-04 23:27:45','37.38','255','0.0333','0','0'
'353','25.05','2026-05-04 23:28:00','34.72','255','0.0211','0','0'
'354','25.39','2026-05-04 23:28:15','41.19','255','0.0332','0','0'
'355','25.16','2026-05-04 23:28:30','43.32','255','0.0118','0','1'
'356','24.99','2026-05-04 23:28:45','39.11','255','0.0112','0','1'
'357','24.88','2026-05-04 23:29:00','39.87','255','0.022','0','0'
'358','25.19','2026-05-04 23:29:15','38.71','255','0.02','0','1'
'359','25.14','2026-05-04 23:29:30','40.25','255','0.0106','0','1'
'360','25.07','2026-05-04 23:29:45','38.87','255','0.0325','0','1'
'361','25.37','2026-05-04 23:30:00','35.98','255','0.0236','0','0'
'362','24.87','2026-05-04 23:30:15','43.2','255','0.0131','0','1'
'363','24.88','2026-05-04 23:30:30','38.51','255','0.0132','0','0'
'364','24.91','2026-05-04 23:30:45','42.03','255','0.0137','0','0'
'365','25.29','2026-05-04 23:31:00','41.65','255','0.0189','0','0'
'366','25','2026-05-04 23:31:15','37.52','255','0.0104','0','0'
'367','24.8','2026-05-04 23:31:30','38.23','255','0.0112','0','0'
'368','25.17','2026-05-04 23:31:45','34.64','255','0.0145','0','0'
'369','24.99','2026-05-04 23:32:00','34.32','255','0.0231','0','0'
'370','25.17','2026-05-04 23:32:15','134.76','255','0.0254','0','0'
'371','25.35','2026-05-04 23:32:30','37.65','255','0.0197','0','0'
'372','25.31','2026-05-04 23:32:45','37.4','255','0.0158','0','0'
'373','24.92','2026-05-04 23:33:00','41.81','255','0.03','0','0'
'374','25.13','2026-05-04 23:33:15','41.57','255','0.0096','0','1'
'375','24.77','2026-05-04 23:33:30','40.14','255','0.0106','0','0'
'376','24.97','2026-05-04 23:33:45','37.67','255','0.0222','0','1'
'377','24.9','2026-05-04 23:34:00','40.92','255','0.0264','0','1'
'378','24.9','2026-05-04 23:34:15','36.32','255','0.0164','0','0'
'379','24.9','2026-05-04 23:34:30','33.45','255','0.0165','0','0'
'380','24.99','2026-05-04 23:34:45','40.15','255','0.0181','0','0'
'381','25.28','2026-05-04 23:35:00','34.95','255','0.0175','0','1'
'382','24.83','2026-05-04 23:35:15','41.91','255','0.0259','0','1'
'383','25.3','2026-05-04 23:35:30','34.1','255','0.0101','0','0'
'384','25','2026-05-04 23:35:45','37.39','255','0.0101','0','1'
'385','25.04','2026-05-04 23:36:00','42.31','255','0.0109','0','0'
'386','25.25','2026-05-04 23:36:15','40','255','0.01','0','0'
'387','24.77','2026-05-04 23:36:30','32.78','255','0.03','0','0'
'388','25.17','2026-05-04 23:36:45','33.89','255','0.0229','0','0'
'389','25.08','2026-05-04 23:37:00','36.88','255','0.0228','0','0'
